model_id,model_name,author,downloads,likes,tags,pipeline_tag,gated,hf_url,inference_api
codellama/CodeLlama-7b-hf,CodeLlama-7b-hf,codellama,332364,376,"transformers,pytorch,safetensors,llama,text-generation,llama-2,code,arxiv:2308.12950,license:llama2,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/codellama/CodeLlama-7b-hf,https://api-inference.huggingface.co/models/codellama/CodeLlama-7b-hf/v1
TIGER-Lab/VLM2Vec-Full,VLM2Vec-Full,TIGER-Lab,327602,29,"transformers,pytorch,safetensors,phi3_v,text-generation,Embedding,conversational,custom_code,en,dataset:TIGER-Lab/MMEB-train,arxiv:2410.05160,base_model:microsoft/Phi-3.5-vision-instruct,base_model:finetune:microsoft/Phi-3.5-vision-instruct,license:apache-2.0,region:us",,False,https://huggingface.co/TIGER-Lab/VLM2Vec-Full,https://api-inference.huggingface.co/models/TIGER-Lab/VLM2Vec-Full/v1
speakleash/Bielik-11B-v3.0-Instruct,Bielik-11B-v3.0-Instruct,speakleash,324586,60,"transformers,safetensors,llama,text-generation,conversational,multilingual,pl,en,sq,bel,bs,bg,hr,cs,da,et,fi,fr,el,es,is,lt,nl,de,no,pt,ru,ro,sr,hbs,sv,sk,sl,tr,uk,hu,it,lv,arxiv:2505.02410,arxiv:2505.02550,arxiv:2402.13228,arxiv:2402.03300,arxiv:2503.20783,arxiv:2409.19256,arxiv:2601.11579,base_model:speakleash/Bielik-11B-v3-Base-20250730,base_model:finetune:speakleash/Bielik-11B-v3-Base-20250730,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/speakleash/Bielik-11B-v3.0-Instruct,https://api-inference.huggingface.co/models/speakleash/Bielik-11B-v3.0-Instruct/v1
mlx-community/Kimi-K2.5,Kimi-K2.5,mlx-community,324555,38,"mlx,safetensors,kimi_k25,text-generation,conversational,custom_code,base_model:moonshotai/Kimi-K2.5,base_model:quantized:moonshotai/Kimi-K2.5,license:other,4-bit,region:us",,False,https://huggingface.co/mlx-community/Kimi-K2.5,https://api-inference.huggingface.co/models/mlx-community/Kimi-K2.5/v1
mistralai/Mistral-7B-Instruct-v0.1,Mistral-7B-Instruct-v0.1,mistralai,316680,1833,"transformers,pytorch,safetensors,mistral,text-generation,finetuned,mistral-common,conversational,arxiv:2310.06825,base_model:mistralai/Mistral-7B-v0.1,base_model:finetune:mistralai/Mistral-7B-v0.1,license:apache-2.0,text-generation-inference,region:us",,False,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,https://api-inference.huggingface.co/models/mistralai/Mistral-7B-Instruct-v0.1/v1
HuggingFaceTB/SmolLM3-3B,SmolLM3-3B,HuggingFaceTB,316120,960,"transformers,safetensors,smollm3,text-generation,conversational,en,fr,es,it,pt,zh,ar,ru,base_model:HuggingFaceTB/SmolLM3-3B-Base,base_model:finetune:HuggingFaceTB/SmolLM3-3B-Base,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM3-3B,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM3-3B/v1
jinaai/ReaderLM-v2,ReaderLM-v2,jinaai,314084,786,"transformers,onnx,safetensors,qwen2,text-generation,conversational,multilingual,arxiv:2503.01151,license:cc-by-nc-4.0,text-generation-inference,region:eu,deploy:azure",,False,https://huggingface.co/jinaai/ReaderLM-v2,https://api-inference.huggingface.co/models/jinaai/ReaderLM-v2/v1
Qwen/Qwen2.5-3B-Instruct-GGUF,Qwen2.5-3B-Instruct-GGUF,Qwen,309720,117,"gguf,chat,text-generation,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-3B-Instruct,base_model:quantized:Qwen/Qwen2.5-3B-Instruct,license:other,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/Qwen/Qwen2.5-3B-Instruct-GGUF,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-3B-Instruct-GGUF/v1
farbodtavakkoli/OTel-LLM-8.3B-IT,OTel-LLM-8.3B-IT,farbodtavakkoli,305168,2,"pytorch,gemma3_text,telecom,telecommunications,gsma,fine-tuned,text-generation,conversational,en,base_model:EssentialAI/rnj-1-instruct,base_model:finetune:EssentialAI/rnj-1-instruct,license:apache-2.0,region:us",,False,https://huggingface.co/farbodtavakkoli/OTel-LLM-8.3B-IT,https://api-inference.huggingface.co/models/farbodtavakkoli/OTel-LLM-8.3B-IT/v1
deepseek-ai/deepseek-coder-7b-instruct-v1.5,deepseek-coder-7b-instruct-v1.5,deepseek-ai,300644,152,"transformers,safetensors,llama,text-generation,conversational,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/deepseek-ai/deepseek-coder-7b-instruct-v1.5,https://api-inference.huggingface.co/models/deepseek-ai/deepseek-coder-7b-instruct-v1.5/v1
EleutherAI/gpt-j-6b,gpt-j-6b,EleutherAI,299770,1524,"transformers,pytorch,tf,jax,gptj,text-generation,causal-lm,en,dataset:EleutherAI/pile,arxiv:2104.09864,arxiv:2101.00027,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/EleutherAI/gpt-j-6b,https://api-inference.huggingface.co/models/EleutherAI/gpt-j-6b/v1
trl-internal-testing/tiny-Qwen3MoeForCausalLM,tiny-Qwen3MoeForCausalLM,trl-internal-testing,296640,1,"transformers,safetensors,qwen3_moe,text-generation,trl,conversational,endpoints_compatible,region:us",,False,https://huggingface.co/trl-internal-testing/tiny-Qwen3MoeForCausalLM,https://api-inference.huggingface.co/models/trl-internal-testing/tiny-Qwen3MoeForCausalLM/v1
Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,Qwen3-30B-A3B-Instruct-2507-FP8,Qwen,294086,123,"transformers,safetensors,qwen3_moe,text-generation,conversational,arxiv:2505.09388,base_model:Qwen/Qwen3-30B-A3B-Instruct-2507,base_model:quantized:Qwen/Qwen3-30B-A3B-Instruct-2507,license:apache-2.0,endpoints_compatible,fp8,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen3-30B-A3B-Instruct-2507-FP8,https://api-inference.huggingface.co/models/Qwen/Qwen3-30B-A3B-Instruct-2507-FP8/v1
unsloth/Llama-3.2-1B-Instruct,Llama-3.2-1B-Instruct,unsloth,293907,96,"transformers,safetensors,llama,text-generation,llama-3,meta,facebook,unsloth,conversational,en,base_model:meta-llama/Llama-3.2-1B-Instruct,base_model:finetune:meta-llama/Llama-3.2-1B-Instruct,license:llama3.2,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/unsloth/Llama-3.2-1B-Instruct,https://api-inference.huggingface.co/models/unsloth/Llama-3.2-1B-Instruct/v1
bartowski/Llama-3.2-3B-Instruct-GGUF,Llama-3.2-3B-Instruct-GGUF,bartowski,293819,208,"gguf,facebook,meta,llama,llama-3,text-generation,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.2-3B-Instruct,base_model:quantized:meta-llama/Llama-3.2-3B-Instruct,license:llama3.2,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/bartowski/Llama-3.2-3B-Instruct-GGUF,https://api-inference.huggingface.co/models/bartowski/Llama-3.2-3B-Instruct-GGUF/v1
Zyphra/Zamba2-1.2B-instruct,Zamba2-1.2B-instruct,Zyphra,292602,30,"transformers,safetensors,zamba2,text-generation,conversational,dataset:HuggingFaceH4/ultrachat_200k,dataset:BAAI/Infinity-Instruct,dataset:HuggingFaceH4/ultrafeedback_binarized,dataset:Intel/orca_dpo_pairs,dataset:argilla/OpenHermesPreferences,base_model:Zyphra/Zamba2-1.2B,base_model:finetune:Zyphra/Zamba2-1.2B,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/Zyphra/Zamba2-1.2B-instruct,https://api-inference.huggingface.co/models/Zyphra/Zamba2-1.2B-instruct/v1
bg-digitalservices/Gemma-4-26B-A4B-it-NVFP4,Gemma-4-26B-A4B-it-NVFP4,bg-digitalservices,285611,32,"transformers,safetensors,gemma4,image-text-to-text,nvidia,nvfp4,modelopt,quantized,moe,dgx-spark,blackwell,W4A4,post-training-quantization,text-generation,conversational,multilingual,base_model:google/gemma-4-26B-A4B-it,base_model:quantized:google/gemma-4-26B-A4B-it,license:apache-2.0,endpoints_compatible,8-bit,region:us",,False,https://huggingface.co/bg-digitalservices/Gemma-4-26B-A4B-it-NVFP4,https://api-inference.huggingface.co/models/bg-digitalservices/Gemma-4-26B-A4B-it-NVFP4/v1
casperhansen/llama-3-8b-instruct-awq,llama-3-8b-instruct-awq,casperhansen,285353,29,"transformers,safetensors,llama,text-generation,conversational,text-generation-inference,endpoints_compatible,4-bit,awq,deploy:azure,region:us",,False,https://huggingface.co/casperhansen/llama-3-8b-instruct-awq,https://api-inference.huggingface.co/models/casperhansen/llama-3-8b-instruct-awq/v1
EleutherAI/gpt-neox-20b,gpt-neox-20b,EleutherAI,282118,583,"transformers,pytorch,safetensors,gpt_neox,text-generation,causal-lm,en,dataset:EleutherAI/pile,arxiv:2204.06745,arxiv:2101.00027,arxiv:2201.07311,arxiv:2104.09864,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/EleutherAI/gpt-neox-20b,https://api-inference.huggingface.co/models/EleutherAI/gpt-neox-20b/v1
unsloth/Meta-Llama-3.1-8B-Instruct,Meta-Llama-3.1-8B-Instruct,unsloth,281260,96,"transformers,safetensors,llama,text-generation,llama-3,meta,facebook,unsloth,conversational,en,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:finetune:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/unsloth/Meta-Llama-3.1-8B-Instruct,https://api-inference.huggingface.co/models/unsloth/Meta-Llama-3.1-8B-Instruct/v1
prefeitura-rio/Rio-3.0-Open,Rio-3.0-Open,prefeitura-rio,280651,5,"transformers,safetensors,qwen3_moe,text-generation,conversational,en,pt,arxiv:2510.05069,base_model:Qwen/Qwen3-235B-A22B-Thinking-2507,base_model:finetune:Qwen/Qwen3-235B-A22B-Thinking-2507,license:mit,endpoints_compatible,region:us",,False,https://huggingface.co/prefeitura-rio/Rio-3.0-Open,https://api-inference.huggingface.co/models/prefeitura-rio/Rio-3.0-Open/v1
List-cloud/List-3.0-Ultra-Coder-Brain,List-3.0-Ultra-Coder-Brain,List-cloud,280075,10,"transformers,safetensors,list_ultra_coder,text-generation,code,list-coder,228B,ultra-reasoning,list-ultra,enterprise,mixture-of-experts,moe,mtp,fp8,conversational,custom_code,en,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/List-cloud/List-3.0-Ultra-Coder-Brain,https://api-inference.huggingface.co/models/List-cloud/List-3.0-Ultra-Coder-Brain/v1
HuggingFaceTB/SmolLM2-360M-Instruct,SmolLM2-360M-Instruct,HuggingFaceTB,279181,188,"transformers,tensorboard,onnx,safetensors,llama,text-generation,transformers.js,conversational,en,arxiv:2502.02737,base_model:HuggingFaceTB/SmolLM2-360M,base_model:quantized:HuggingFaceTB/SmolLM2-360M,license:apache-2.0,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM2-360M-Instruct,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM2-360M-Instruct/v1
microsoft/DialoGPT-medium,DialoGPT-medium,microsoft,278313,436,"transformers,pytorch,tf,jax,rust,gpt2,text-generation,conversational,arxiv:1911.00536,license:mit,text-generation-inference,endpoints_compatible,region:us,deploy:azure",,False,https://huggingface.co/microsoft/DialoGPT-medium,https://api-inference.huggingface.co/models/microsoft/DialoGPT-medium/v1
distil-labs/distil-lfm25-shellper,distil-lfm25-shellper,distil-labs,277801,5,"safetensors,lfm2,tool-calling,function-calling,multi-turn,fine-tuned,distil-labs,liquid-ai,text-generation,conversational,dataset:distil-labs/distil-SHELLper,base_model:LiquidAI/LFM2.5-350M,base_model:finetune:LiquidAI/LFM2.5-350M,license:other,region:us",,False,https://huggingface.co/distil-labs/distil-lfm25-shellper,https://api-inference.huggingface.co/models/distil-labs/distil-lfm25-shellper/v1
hmellor/Ilama-3.2-1B,Ilama-3.2-1B,hmellor,276319,0,"transformers,safetensors,ilama,text-generation,custom_code,arxiv:1910.09700,region:us",,False,https://huggingface.co/hmellor/Ilama-3.2-1B,https://api-inference.huggingface.co/models/hmellor/Ilama-3.2-1B/v1
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Meta-Llama-3.1-8B-Instruct-GGUF,bartowski,274811,356,"gguf,facebook,meta,pytorch,llama,llama-3,text-generation,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:quantized:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,https://api-inference.huggingface.co/models/bartowski/Meta-Llama-3.1-8B-Instruct-GGUF/v1
allenai/Olmo-3-1025-7B,Olmo-3-1025-7B,allenai,273667,69,"transformers,safetensors,olmo3,text-generation,en,dataset:allenai/dolma3_mix-6T-1025,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/allenai/Olmo-3-1025-7B,https://api-inference.huggingface.co/models/allenai/Olmo-3-1025-7B/v1
stepfun-ai/Step-3.5-Flash,Step-3.5-Flash,stepfun-ai,271816,811,"transformers,safetensors,step3p5,text-generation,conversational,custom_code,arxiv:2602.10604,arxiv:2601.05593,arxiv:2507.19427,license:apache-2.0,eval-results,region:us",,False,https://huggingface.co/stepfun-ai/Step-3.5-Flash,https://api-inference.huggingface.co/models/stepfun-ai/Step-3.5-Flash/v1
bigcode/tiny_starcoder_py,tiny_starcoder_py,bigcode,266991,74,"transformers,pytorch,safetensors,gpt_bigcode,text-generation,code,dataset:bigcode/the-stack-dedup,license:bigcode-openrail-m,model-index,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/bigcode/tiny_starcoder_py,https://api-inference.huggingface.co/models/bigcode/tiny_starcoder_py/v1
unsloth/gpt-oss-120b-GGUF,gpt-oss-120b-GGUF,unsloth,265938,258,"transformers,gguf,gpt_oss,text-generation,openai,unsloth,base_model:openai/gpt-oss-120b,base_model:quantized:openai/gpt-oss-120b,license:apache-2.0,endpoints_compatible,mxfp4,region:us,conversational",,False,https://huggingface.co/unsloth/gpt-oss-120b-GGUF,https://api-inference.huggingface.co/models/unsloth/gpt-oss-120b-GGUF/v1
mlx-community/Qwen3.5-9B-OptiQ-4bit,Qwen3.5-9B-OptiQ-4bit,mlx-community,265355,45,"mlx,safetensors,qwen3_5,quantized,mixed-precision,4bit,8bit,optiq,apple-silicon,text-generation,qwen3.5,conversational,base_model:Qwen/Qwen3.5-9B,base_model:quantized:Qwen/Qwen3.5-9B,license:apache-2.0,4-bit,region:us",,False,https://huggingface.co/mlx-community/Qwen3.5-9B-OptiQ-4bit,https://api-inference.huggingface.co/models/mlx-community/Qwen3.5-9B-OptiQ-4bit/v1
Qwen/Qwen2.5-1.5B-Instruct-GGUF,Qwen2.5-1.5B-Instruct-GGUF,Qwen,265075,104,"gguf,chat,text-generation,en,arxiv:2407.10671,base_model:Qwen/Qwen2.5-1.5B-Instruct,base_model:quantized:Qwen/Qwen2.5-1.5B-Instruct,license:apache-2.0,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/Qwen/Qwen2.5-1.5B-Instruct-GGUF,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-1.5B-Instruct-GGUF/v1
google/gemma-2-2b,gemma-2-2b,google,263573,641,"transformers,safetensors,gemma2,text-generation,arxiv:2009.03300,arxiv:1905.07830,arxiv:1911.11641,arxiv:1904.09728,arxiv:1905.10044,arxiv:1907.10641,arxiv:1811.00937,arxiv:1809.02789,arxiv:1911.01547,arxiv:1705.03551,arxiv:2107.03374,arxiv:2108.07732,arxiv:2110.14168,arxiv:2009.11462,arxiv:2101.11718,arxiv:2110.08193,arxiv:1804.09301,arxiv:2109.07958,arxiv:1804.06876,arxiv:2103.03874,arxiv:2304.06364,arxiv:1903.00161,arxiv:2206.04615,arxiv:2203.09509,arxiv:2403.13793,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/google/gemma-2-2b,https://api-inference.huggingface.co/models/google/gemma-2-2b/v1
MaziyarPanahi/Qwen3-0.6B-GGUF,Qwen3-0.6B-GGUF,MaziyarPanahi,254338,11,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-0.6B,base_model:quantized:Qwen/Qwen3-0.6B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-0.6B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-0.6B-GGUF/v1
microsoft/Phi-3-vision-128k-instruct,Phi-3-vision-128k-instruct,microsoft,251686,971,"transformers,safetensors,phi3_v,text-generation,nlp,code,vision,conversational,custom_code,multilingual,license:mit,region:us",,False,https://huggingface.co/microsoft/Phi-3-vision-128k-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-3-vision-128k-instruct/v1
unsloth/Qwen2.5-7B-Instruct-bnb-4bit,Qwen2.5-7B-Instruct-bnb-4bit,unsloth,251503,22,"transformers,safetensors,qwen2,text-generation,unsloth,qwen,conversational,zho,eng,fra,spa,por,deu,ita,rus,jpn,kor,vie,tha,ara,arxiv:2309.00071,arxiv:2407.10671,base_model:Qwen/Qwen2.5-7B-Instruct,base_model:quantized:Qwen/Qwen2.5-7B-Instruct,license:apache-2.0,text-generation-inference,endpoints_compatible,4-bit,bitsandbytes,region:us",,False,https://huggingface.co/unsloth/Qwen2.5-7B-Instruct-bnb-4bit,https://api-inference.huggingface.co/models/unsloth/Qwen2.5-7B-Instruct-bnb-4bit/v1
MaziyarPanahi/Qwen3-4B-GGUF,Qwen3-4B-GGUF,MaziyarPanahi,249311,7,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-4B,base_model:quantized:Qwen/Qwen3-4B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-4B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-4B-GGUF/v1
MaziyarPanahi/Qwen3-14B-GGUF,Qwen3-14B-GGUF,MaziyarPanahi,249177,9,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-14B,base_model:quantized:Qwen/Qwen3-14B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-14B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-14B-GGUF/v1
MaziyarPanahi/Qwen3-8B-GGUF,Qwen3-8B-GGUF,MaziyarPanahi,249037,10,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-8B,base_model:quantized:Qwen/Qwen3-8B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-8B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-8B-GGUF/v1
MaziyarPanahi/Qwen3-1.7B-GGUF,Qwen3-1.7B-GGUF,MaziyarPanahi,248790,7,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-1.7B,base_model:quantized:Qwen/Qwen3-1.7B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-1.7B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-1.7B-GGUF/v1
RedHatAI/Meta-Llama-3.1-8B-FP8,Meta-Llama-3.1-8B-FP8,RedHatAI,245331,10,"transformers,safetensors,llama,text-generation,fp8,vllm,en,de,fr,it,pt,hi,es,th,base_model:meta-llama/Llama-3.1-8B,base_model:quantized:meta-llama/Llama-3.1-8B,license:llama3.1,text-generation-inference,endpoints_compatible,compressed-tensors,region:us",,False,https://huggingface.co/RedHatAI/Meta-Llama-3.1-8B-FP8,https://api-inference.huggingface.co/models/RedHatAI/Meta-Llama-3.1-8B-FP8/v1
mlx-community/Kimi-K2.6-mlx-DQ3_K_M-q8,Kimi-K2.6-mlx-DQ3_K_M-q8,mlx-community,245296,8,"mlx,safetensors,kimi_k25,feature-extraction,transformers,text-generation,conversational,custom_code,arxiv:2505.02390,base_model:moonshotai/Kimi-K2.6,base_model:quantized:moonshotai/Kimi-K2.6,license:other,4-bit,region:us",,False,https://huggingface.co/mlx-community/Kimi-K2.6-mlx-DQ3_K_M-q8,https://api-inference.huggingface.co/models/mlx-community/Kimi-K2.6-mlx-DQ3_K_M-q8/v1
unsloth/gpt-oss-20b-GGUF,gpt-oss-20b-GGUF,unsloth,245030,689,"transformers,gguf,gpt_oss,text-generation,openai,unsloth,base_model:openai/gpt-oss-20b,base_model:quantized:openai/gpt-oss-20b,license:apache-2.0,endpoints_compatible,region:us,conversational",,False,https://huggingface.co/unsloth/gpt-oss-20b-GGUF,https://api-inference.huggingface.co/models/unsloth/gpt-oss-20b-GGUF/v1
nvidia/Kimi-K2.6-NVFP4,Kimi-K2.6-NVFP4,nvidia,244603,24,"Model Optimizer,safetensors,kimi_k25,nvidia,ModelOpt,Kimi-K2.6,quantized,FP4,fp4,text-generation,conversational,custom_code,base_model:moonshotai/Kimi-K2.6,base_model:quantized:moonshotai/Kimi-K2.6,license:other,modelopt,region:us",,False,https://huggingface.co/nvidia/Kimi-K2.6-NVFP4,https://api-inference.huggingface.co/models/nvidia/Kimi-K2.6-NVFP4/v1
nvidia/Nemotron-Mini-4B-Instruct,Nemotron-Mini-4B-Instruct,nvidia,243192,182,"transformers,pytorch,nemo,nemotron,text-generation,nvidia,llama-3,conversational,en,arxiv:2402.16819,arxiv:2407.14679,license:other,endpoints_compatible,region:us",,False,https://huggingface.co/nvidia/Nemotron-Mini-4B-Instruct,https://api-inference.huggingface.co/models/nvidia/Nemotron-Mini-4B-Instruct/v1
MaziyarPanahi/Qwen3-32B-GGUF,Qwen3-32B-GGUF,MaziyarPanahi,242517,2,"gguf,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-32B,base_model:quantized:Qwen/Qwen3-32B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-32B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-32B-GGUF/v1
MaziyarPanahi/Qwen3-30B-A3B-GGUF,Qwen3-30B-A3B-GGUF,MaziyarPanahi,242482,4,"gguf,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:Qwen/Qwen3-30B-A3B,base_model:quantized:Qwen/Qwen3-30B-A3B,region:us,conversational",,False,https://huggingface.co/MaziyarPanahi/Qwen3-30B-A3B-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Qwen3-30B-A3B-GGUF/v1
lmstudio-community/GLM-4.7-Flash-MLX-8bit,GLM-4.7-Flash-MLX-8bit,lmstudio-community,241922,11,"transformers,safetensors,glm4_moe_lite,text-generation,mlx,conversational,en,zh,base_model:zai-org/GLM-4.7-Flash,base_model:quantized:zai-org/GLM-4.7-Flash,license:mit,endpoints_compatible,8-bit,region:us",,False,https://huggingface.co/lmstudio-community/GLM-4.7-Flash-MLX-8bit,https://api-inference.huggingface.co/models/lmstudio-community/GLM-4.7-Flash-MLX-8bit/v1
cckevinn/SeeClick,SeeClick,cckevinn,241875,18,"transformers,safetensors,qwen,text-generation,custom_code,eval-results,region:us",,False,https://huggingface.co/cckevinn/SeeClick,https://api-inference.huggingface.co/models/cckevinn/SeeClick/v1
internlm/internlm-chat-7b,internlm-chat-7b,internlm,241290,101,"transformers,pytorch,internlm,feature-extraction,text-generation,custom_code,region:us",,False,https://huggingface.co/internlm/internlm-chat-7b,https://api-inference.huggingface.co/models/internlm/internlm-chat-7b/v1
microsoft/Phi-3-mini-128k-instruct,Phi-3-mini-128k-instruct,microsoft,240133,1700,"transformers,safetensors,phi3,text-generation,nlp,code,conversational,custom_code,en,license:mit,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/microsoft/Phi-3-mini-128k-instruct,https://api-inference.huggingface.co/models/microsoft/Phi-3-mini-128k-instruct/v1
Qwen/Qwen2.5-Coder-3B-Instruct,Qwen2.5-Coder-3B-Instruct,Qwen,239917,105,"transformers,safetensors,qwen2,text-generation,code,codeqwen,chat,qwen,qwen-coder,conversational,en,arxiv:2409.12186,arxiv:2407.10671,base_model:Qwen/Qwen2.5-Coder-3B,base_model:finetune:Qwen/Qwen2.5-Coder-3B,license:other,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct,https://api-inference.huggingface.co/models/Qwen/Qwen2.5-Coder-3B-Instruct/v1
farbodtavakkoli/OTel-LLM-1.2B-IT,OTel-LLM-1.2B-IT,farbodtavakkoli,237762,2,"pytorch,lfm2,telecom,telecommunications,gsma,fine-tuned,text-generation,conversational,en,base_model:LiquidAI/LFM2.5-1.2B-Instruct,base_model:finetune:LiquidAI/LFM2.5-1.2B-Instruct,license:apache-2.0,region:us",,False,https://huggingface.co/farbodtavakkoli/OTel-LLM-1.2B-IT,https://api-inference.huggingface.co/models/farbodtavakkoli/OTel-LLM-1.2B-IT/v1
nvidia/Qwen2.5-VL-7B-Instruct-NVFP4,Qwen2.5-VL-7B-Instruct-NVFP4,nvidia,235014,15,"Model Optimizer,safetensors,qwen2_5_vl,nvidia,ModelOpt,quantized,FP4,fp4,text-generation,conversational,base_model:Qwen/Qwen2.5-VL-7B-Instruct,base_model:quantized:Qwen/Qwen2.5-VL-7B-Instruct,license:other,8-bit,modelopt,region:us",,False,https://huggingface.co/nvidia/Qwen2.5-VL-7B-Instruct-NVFP4,https://api-inference.huggingface.co/models/nvidia/Qwen2.5-VL-7B-Instruct-NVFP4/v1
MaziyarPanahi/Phi-3.5-mini-instruct-GGUF,Phi-3.5-mini-instruct-GGUF,MaziyarPanahi,232726,29,"gguf,mistral,quantized,2-bit,3-bit,4-bit,5-bit,6-bit,8-bit,GGUF,text-generation,base_model:microsoft/Phi-3.5-mini-instruct,base_model:quantized:microsoft/Phi-3.5-mini-instruct,region:us,imatrix,conversational",,False,https://huggingface.co/MaziyarPanahi/Phi-3.5-mini-instruct-GGUF,https://api-inference.huggingface.co/models/MaziyarPanahi/Phi-3.5-mini-instruct-GGUF/v1
lmstudio-community/GLM-4.7-Flash-MLX-6bit,GLM-4.7-Flash-MLX-6bit,lmstudio-community,230880,8,"transformers,safetensors,glm4_moe_lite,text-generation,mlx,conversational,en,zh,base_model:zai-org/GLM-4.7-Flash,base_model:quantized:zai-org/GLM-4.7-Flash,license:mit,endpoints_compatible,6-bit,region:us",,False,https://huggingface.co/lmstudio-community/GLM-4.7-Flash-MLX-6bit,https://api-inference.huggingface.co/models/lmstudio-community/GLM-4.7-Flash-MLX-6bit/v1
HuggingFaceTB/SmolLM3-3B-Base,SmolLM3-3B-Base,HuggingFaceTB,229697,158,"transformers,onnx,safetensors,smollm3,text-generation,transformers.js,en,fr,es,it,pt,zh,ar,ru,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM3-3B-Base,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM3-3B-Base/v1
